feature_set,model,model_type,horizon,sl,tp,threshold,trades,win_rate,pnl_pct,max_dd,profit_factor,trades_per_week,sharpe,final_balance
base+micro,rf_std,rf,6,0.02,0.04,0.7,173,0.422,-13.76,17.69,0.69,3.9,-2.17,8623.59
base+micro,rf_std,rf,8,0.01,0.02,0.55,1111,0.359,-58.88,59.05,0.6,24.9,-8.09,4112.27
base+micro,rf_std,rf,8,0.01,0.02,0.6,719,0.352,-41.77,42.81,0.64,16.1,-5.95,5823.34
base+micro,rf_std,rf,8,0.01,0.02,0.65,431,0.329,-30.27,30.96,0.63,9.7,-4.9,6973.23
base+micro,rf_std,rf,8,0.01,0.02,0.7,279,0.308,-24.37,24.77,0.57,6.2,-4.77,7563.24
base+micro,rf_std,rf,8,0.015,0.03,0.55,858,0.413,-46.62,48.4,0.65,19.2,-5.63,5338.36
base+micro,rf_std,rf,8,0.015,0.03,0.6,543,0.405,-31.01,32.7,0.68,12.2,-4.1,6898.57
base+micro,rf_std,rf,8,0.015,0.03,0.65,314,0.392,-21.39,22.86,0.68,7.0,-3.19,7860.82
base+micro,rf_std,rf,8,0.015,0.03,0.7,192,0.354,-15.55,17.56,0.66,4.3,-2.7,8444.92
base+micro,rf_std,rf,8,0.02,0.04,0.55,793,0.431,-43.37,45.16,0.66,17.8,-4.92,5662.57
base+micro,rf_std,rf,8,0.02,0.04,0.6,498,0.432,-30.93,32.9,0.67,11.2,-3.84,6907.15
base+micro,rf_std,rf,8,0.02,0.04,0.65,283,0.428,-20.84,23.63,0.68,6.3,-2.9,7916.32
base+micro,rf_std,rf,8,0.02,0.04,0.7,169,0.391,-14.47,17.21,0.67,3.8,-2.32,8553.09
base+micro,rf_std,rf,12,0.01,0.02,0.55,1267,0.351,-64.44,65.27,0.61,28.4,-8.39,3556.09
base+micro,rf_std,rf,12,0.01,0.02,0.6,874,0.359,-46.73,48.24,0.66,19.6,-6.17,5326.52
base+micro,rf_std,rf,12,0.01,0.02,0.65,520,0.365,-29.03,32.44,0.69,11.6,-4.23,7097.42
base+micro,rf_std,rf,12,0.01,0.02,0.7,313,0.345,-22.25,25.26,0.66,7.0,-3.85,7774.69
base+micro,rf_std,rf,12,0.015,0.03,0.55,934,0.407,-49.69,52.06,0.67,20.9,-5.56,5030.72
base+micro,rf_std,rf,12,0.015,0.03,0.6,635,0.428,-32.46,35.23,0.73,14.2,-3.72,6753.9
base+micro,rf_std,rf,12,0.015,0.03,0.65,362,0.412,-21.09,27.66,0.73,8.1,-2.82,7891.46
base+micro,rf_std,rf,12,0.015,0.03,0.7,214,0.425,-13.96,19.25,0.74,4.8,-2.12,8603.57
base+micro,rf_std,rf,12,0.02,0.04,0.55,842,0.416,-47.92,50.64,0.67,18.9,-5.03,5207.84
base+micro,rf_std,rf,12,0.02,0.04,0.6,557,0.438,-30.18,34.66,0.73,12.5,-3.28,6981.83
base+micro,rf_std,rf,12,0.02,0.04,0.65,323,0.433,-22.39,28.27,0.71,7.2,-2.8,7760.58
base+micro,rf_std,rf,12,0.02,0.04,0.7,179,0.436,-13.57,18.5,0.74,4.0,-1.92,8643.1
base+micro,rf_deep,rf,6,0.01,0.02,0.55,437,0.339,-34.95,36.15,0.55,9.8,-6.19,6504.69
base+micro,rf_deep,rf,6,0.01,0.02,0.6,303,0.32,-27.55,27.94,0.54,6.8,-5.49,7244.57
base+micro,rf_deep,rf,6,0.01,0.02,0.65,202,0.332,-17.21,19.49,0.59,4.5,-3.81,8278.6
base+micro,rf_deep,rf,6,0.01,0.02,0.7,139,0.295,-16.3,17.29,0.49,3.1,-4.41,8370.42
base+micro,rf_deep,rf,6,0.015,0.03,0.55,335,0.391,-23.78,25.87,0.66,7.5,-3.57,7622.3
base+micro,rf_deep,rf,6,0.015,0.03,0.6,228,0.382,-18.89,20.54,0.64,5.1,-3.18,8111.36
base+micro,rf_deep,rf,6,0.015,0.03,0.65,149,0.383,-11.92,15.51,0.67,3.3,-2.29,8808.48
base+micro,rf_deep,rf,6,0.015,0.03,0.7,103,0.369,-9.87,11.63,0.64,2.3,-2.19,9013.27
base+micro,rf_deep,rf,6,0.02,0.04,0.55,299,0.418,-22.82,26.61,0.66,6.7,-3.14,7717.59
base+micro,rf_deep,rf,6,0.02,0.04,0.6,201,0.413,-17.31,20.46,0.65,4.5,-2.72,8269.2
base+micro,rf_deep,rf,6,0.02,0.04,0.65,131,0.45,-10.47,14.58,0.71,2.9,-1.8,8952.76
base+micro,rf_deep,rf,6,0.02,0.04,0.7,91,0.385,-11.35,13.47,0.61,2.0,-2.22,8865.03
base+micro,rf_deep,rf,8,0.01,0.02,0.55,511,0.346,-33.59,35.22,0.63,11.4,-5.32,6641.06
base+micro,rf_deep,rf,8,0.01,0.02,0.6,345,0.316,-26.53,28.03,0.61,7.7,-4.7,7347.31
base+micro,rf_deep,rf,8,0.01,0.02,0.65,245,0.29,-23.83,24.38,0.54,5.5,-4.97,7617.08
base+micro,rf_deep,rf,8,0.01,0.02,0.7,153,0.307,-14.32,15.97,0.59,3.4,-3.44,8568.45
base+micro,rf_deep,rf,8,0.015,0.03,0.55,387,0.401,-26.13,29.41,0.65,8.7,-3.86,7386.7
base+micro,rf_deep,rf,8,0.015,0.03,0.6,241,0.378,-18.33,22.04,0.67,5.4,-2.89,8166.64
base+micro,rf_deep,rf,8,0.015,0.03,0.65,172,0.343,-16.43,19.72,0.62,3.9,-2.96,8356.89
base+micro,rf_deep,rf,8,0.015,0.03,0.7,108,0.315,-12.89,15.06,0.59,2.4,-2.76,8710.61
base+micro,rf_deep,rf,8,0.02,0.04,0.55,348,0.434,-26.26,29.51,0.64,7.8,-3.63,7373.71
base+micro,rf_deep,rf,8,0.02,0.04,0.6,214,0.411,-18.14,21.81,0.66,4.8,-2.67,8186.18
base+micro,rf_deep,rf,8,0.02,0.04,0.65,149,0.362,-16.28,20.07,0.61,3.3,-2.74,8371.57
base+micro,rf_deep,rf,8,0.02,0.04,0.7,90,0.344,-10.0,12.97,0.65,2.0,-1.93,8999.93
base+micro,rf_deep,rf,12,0.01,0.02,0.55,679,0.356,-40.36,42.32,0.64,15.2,-5.73,5963.91
base+micro,rf_deep,rf,12,0.01,0.02,0.6,422,0.339,-30.78,33.29,0.63,9.5,-4.96,6921.94
base+micro,rf_deep,rf,12,0.01,0.02,0.65,282,0.312,-24.51,26.42,0.59,6.3,-4.65,7549.19
base+micro,rf_deep,rf,12,0.01,0.02,0.7,187,0.294,-18.45,21.14,0.57,4.2,-4.12,8154.69
base+micro,rf_deep,rf,12,0.015,0.03,0.55,484,0.426,-26.6,32.16,0.72,10.8,-3.36,7339.64
base+micro,rf_deep,rf,12,0.015,0.03,0.6,293,0.416,-19.29,24.54,0.71,6.6,-2.74,8071.34
base+micro,rf_deep,rf,12,0.015,0.03,0.65,186,0.382,-16.96,19.48,0.65,4.2,-2.87,8304.11
base+micro,rf_deep,rf,12,0.015,0.03,0.7,123,0.358,-12.87,16.82,0.64,2.8,-2.51,8712.53
base+micro,rf_deep,rf,12,0.02,0.04,0.55,428,0.446,-23.77,29.53,0.74,9.6,-2.78,7623.49
base+micro,rf_deep,rf,12,0.02,0.04,0.6,259,0.432,-22.32,26.91,0.66,5.8,-3.01,7767.56
base+micro,rf_deep,rf,12,0.02,0.04,0.65,161,0.41,-13.7,18.5,0.71,3.6,-2.03,8630.42
base+micro,rf_deep,rf,12,0.02,0.04,0.7,101,0.386,-10.0,14.92,0.71,2.3,-1.71,8999.51
base+htf,xgb_light,xgb,6,0.01,0.02,0.55,2351,0.338,-86.51,86.55,0.48,52.7,-14.16,1348.52
base+htf,xgb_light,xgb,6,0.01,0.02,0.6,1939,0.34,-81.23,81.27,0.47,43.4,-13.61,1877.22
base+htf,xgb_light,xgb,6,0.01,0.02,0.65,1549,0.345,-72.71,72.79,0.5,34.7,-11.92,2729.42
base+htf,xgb_light,xgb,6,0.01,0.02,0.7,1204,0.336,-66.42,66.61,0.49,27.0,-11.18,3357.88
base+htf,xgb_light,xgb,6,0.015,0.03,0.55,2056,0.36,-80.76,80.92,0.51,46.1,-11.66,1923.51
base+htf,xgb_light,xgb,6,0.015,0.03,0.6,1679,0.365,-74.58,74.65,0.51,37.6,-10.88,2541.78
base+htf,xgb_light,xgb,6,0.015,0.03,0.65,1339,0.37,-65.66,65.77,0.53,30.0,-9.46,3433.68
base+htf,xgb_light,xgb,6,0.015,0.03,0.7,1025,0.367,-58.09,58.38,0.54,23.0,-8.51,4190.76
base+htf,xgb_light,xgb,6,0.02,0.04,0.55,1965,0.359,-79.15,79.25,0.51,44.0,-11.0,2084.64
base+htf,xgb_light,xgb,6,0.02,0.04,0.6,1591,0.366,-71.5,71.56,0.52,35.6,-9.78,2850.09
base+htf,xgb_light,xgb,6,0.02,0.04,0.65,1264,0.373,-62.2,62.32,0.55,28.3,-8.33,3780.48
base+htf,xgb_light,xgb,6,0.02,0.04,0.7,956,0.382,-55.38,55.69,0.54,21.4,-7.59,4461.97
base+htf,xgb_light,xgb,8,0.01,0.02,0.55,2122,0.342,-83.12,83.15,0.53,47.5,-12.24,1687.81
base+htf,xgb_light,xgb,8,0.01,0.02,0.6,1776,0.345,-77.19,77.23,0.54,39.8,-11.37,2280.66
base+htf,xgb_light,xgb,8,0.01,0.02,0.65,1438,0.343,-69.6,69.6,0.55,32.2,-10.21,3040.05
base+htf,xgb_light,xgb,8,0.01,0.02,0.7,1144,0.348,-59.97,60.88,0.58,25.6,-8.74,4002.51
base+htf,xgb_light,xgb,8,0.015,0.03,0.55,1778,0.363,-77.46,77.76,0.55,39.8,-10.06,2254.19
base+htf,xgb_light,xgb,8,0.015,0.03,0.6,1463,0.373,-69.01,69.28,0.56,32.8,-8.97,3099.37
base+htf,xgb_light,xgb,8,0.015,0.03,0.65,1157,0.375,-60.63,60.63,0.58,25.9,-8.01,3937.2
base+htf,xgb_light,xgb,8,0.015,0.03,0.7,915,0.379,-49.44,50.56,0.61,20.5,-6.47,5055.98
base+htf,xgb_light,xgb,8,0.02,0.04,0.55,1670,0.368,-75.46,75.86,0.54,37.4,-9.48,2454.45
base+htf,xgb_light,xgb,8,0.02,0.04,0.6,1373,0.379,-68.59,68.73,0.56,30.8,-8.4,3141.03
base+htf,xgb_light,xgb,8,0.02,0.04,0.65,1068,0.385,-58.91,59.3,0.58,23.9,-7.31,4108.97
base+htf,xgb_light,xgb,8,0.02,0.04,0.7,837,0.398,-45.81,47.62,0.63,18.7,-5.58,5419.21
base+htf,xgb_light,xgb,12,0.01,0.02,0.55,1982,0.351,-81.5,81.5,0.55,44.4,-11.32,1850.05
base+htf,xgb_light,xgb,12,0.01,0.02,0.6,1682,0.356,-74.43,74.78,0.59,37.7,-9.79,2556.52
base+htf,xgb_light,xgb,12,0.01,0.02,0.65,1378,0.351,-67.64,68.61,0.6,30.9,-8.85,3235.63
base+htf,xgb_light,xgb,12,0.01,0.02,0.7,1045,0.356,-54.47,54.81,0.63,23.4,-7.2,4552.77
base+htf,xgb_light,xgb,12,0.015,0.03,0.55,1557,0.385,-72.15,72.77,0.59,34.9,-8.59,2785.04
base+htf,xgb_light,xgb,12,0.015,0.03,0.6,1298,0.392,-66.01,66.82,0.6,29.1,-7.81,3398.64
base+htf,xgb_light,xgb,12,0.015,0.03,0.65,1057,0.389,-58.07,59.6,0.62,23.7,-6.76,4193.26
base+htf,xgb_light,xgb,12,0.015,0.03,0.7,792,0.408,-45.2,46.0,0.65,17.7,-5.44,5479.6
base+htf,xgb_light,xgb,12,0.02,0.04,0.55,1419,0.395,-68.62,69.45,0.6,31.8,-7.72,3138.09
base+htf,xgb_light,xgb,12,0.02,0.04,0.6,1186,0.409,-59.54,60.68,0.63,26.6,-6.43,4046.11
base+htf,xgb_light,xgb,12,0.02,0.04,0.65,952,0.411,-53.97,55.49,0.63,21.3,-5.92,4603.44
base+htf,xgb_light,xgb,12,0.02,0.04,0.7,710,0.42,-39.71,40.53,0.68,15.9,-4.37,6028.64
base+htf,xgb_std,xgb,6,0.01,0.02,0.55,1702,0.349,-75.88,75.88,0.49,38.1,-12.5,2412.14
base+htf,xgb_std,xgb,6,0.01,0.02,0.6,1422,0.349,-70.29,70.29,0.49,31.9,-11.74,2971.09
base+htf,xgb_std,xgb,6,0.01,0.02,0.65,1137,0.346,-61.47,61.73,0.52,25.5,-9.99,3852.8
base+htf,xgb_std,xgb,6,0.01,0.02,0.7,902,0.349,-54.55,54.65,0.52,20.2,-9.06,4545.09
base+htf,xgb_std,xgb,6,0.015,0.03,0.55,1489,0.372,-67.45,67.45,0.54,33.4,-9.57,3255.4
base+htf,xgb_std,xgb,6,0.015,0.03,0.6,1238,0.366,-63.18,63.18,0.53,27.7,-9.25,3682.07
base+htf,xgb_std,xgb,6,0.015,0.03,0.65,984,0.371,-53.44,53.93,0.56,22.0,-7.54,4655.78
base+htf,xgb_std,xgb,6,0.015,0.03,0.7,756,0.381,-44.76,45.17,0.58,16.9,-6.37,5524.41
base+htf,xgb_std,xgb,6,0.02,0.04,0.55,1425,0.382,-65.2,65.2,0.55,31.9,-8.67,3479.85
base+htf,xgb_std,xgb,6,0.02,0.04,0.6,1173,0.381,-59.65,59.65,0.55,26.3,-8.11,4035.02
base+htf,xgb_std,xgb,6,0.02,0.04,0.65,919,0.382,-49.0,49.53,0.59,20.6,-6.38,5099.64
base+htf,xgb_std,xgb,6,0.02,0.04,0.7,712,0.399,-40.23,40.62,0.62,15.9,-5.21,5977.12
base+htf,xgb_std,xgb,8,0.01,0.02,0.55,1553,0.343,-73.46,73.46,0.53,34.8,-10.98,2653.99
base+htf,xgb_std,xgb,8,0.01,0.02,0.6,1306,0.354,-65.45,65.45,0.55,29.3,-9.82,3454.64
base+htf,xgb_std,xgb,8,0.01,0.02,0.65,1043,0.355,-58.1,58.11,0.57,23.4,-8.58,4190.47
base+htf,xgb_std,xgb,8,0.01,0.02,0.7,838,0.342,-52.17,52.17,0.56,18.8,-8.05,4782.67
base+htf,xgb_std,xgb,8,0.015,0.03,0.55,1295,0.384,-64.98,65.32,0.55,29.0,-8.87,3501.78
base+htf,xgb_std,xgb,8,0.015,0.03,0.6,1075,0.384,-56.52,56.9,0.57,24.1,-7.79,4347.78
base+htf,xgb_std,xgb,8,0.015,0.03,0.65,839,0.389,-48.09,48.37,0.6,18.8,-6.53,5190.71
base+htf,xgb_std,xgb,8,0.015,0.03,0.7,672,0.391,-41.15,41.54,0.61,15.1,-5.78,5884.56
base+htf,xgb_std,xgb,8,0.02,0.04,0.55,1219,0.395,-62.4,63.03,0.56,27.3,-7.96,3760.46
base+htf,xgb_std,xgb,8,0.02,0.04,0.6,1013,0.395,-56.13,56.62,0.55,22.7,-7.49,4387.02
base+htf,xgb_std,xgb,8,0.02,0.04,0.65,780,0.401,-47.81,47.92,0.59,17.5,-6.13,5219.49
base+htf,xgb_std,xgb,8,0.02,0.04,0.7,617,0.404,-38.38,39.05,0.62,13.8,-4.96,6162.38
base+htf,xgb_std,xgb,12,0.01,0.02,0.55,1540,0.347,-73.93,74.19,0.56,34.5,-10.42,2607.28
base+htf,xgb_std,xgb,12,0.01,0.02,0.6,1301,0.355,-65.27,65.3,0.59,29.1,-8.87,3473.11
base+htf,xgb_std,xgb,12,0.01,0.02,0.65,1057,0.358,-56.33,56.54,0.61,23.7,-7.82,4366.74
base+htf,xgb_std,xgb,12,0.01,0.02,0.7,820,0.354,-46.47,47.42,0.63,18.4,-6.48,5353.33
base+htf,xgb_std,xgb,12,0.015,0.03,0.55,1211,0.382,-64.78,65.43,0.59,27.1,-7.74,3522.11
base+htf,xgb_std,xgb,12,0.015,0.03,0.6,1009,0.389,-57.36,58.32,0.61,22.6,-6.89,4264.09
base+htf,xgb_std,xgb,12,0.015,0.03,0.65,832,0.397,-50.45,50.51,0.62,18.6,-6.31,4955.4
base+htf,xgb_std,xgb,12,0.015,0.03,0.7,628,0.409,-35.97,37.88,0.69,14.1,-4.31,6402.92
base+htf,xgb_std,xgb,12,0.02,0.04,0.55,1096,0.394,-60.47,61.38,0.61,24.6,-6.84,3953.28
base+htf,xgb_std,xgb,12,0.02,0.04,0.6,914,0.407,-47.48,49.04,0.67,20.5,-5.06,5251.96
base+htf,xgb_std,xgb,12,0.02,0.04,0.65,750,0.407,-44.97,45.44,0.64,16.8,-5.15,5503.03
base+htf,xgb_std,xgb,12,0.02,0.04,0.7,561,0.417,-35.42,38.35,0.67,12.6,-4.13,6458.49
base+htf,xgb_deep,xgb,6,0.01,0.02,0.55,1096,0.359,-60.4,60.45,0.51,24.6,-9.98,3959.77
base+htf,xgb_deep,xgb,6,0.01,0.02,0.6,871,0.356,-51.32,51.35,0.54,19.5,-8.51,4868.48
base+htf,xgb_deep,xgb,6,0.01,0.02,0.65,693,0.355,-44.76,45.16,0.53,15.5,-7.77,5523.8
base+htf,xgb_deep,xgb,6,0.01,0.02,0.7,526,0.333,-40.87,41.52,0.49,11.8,-7.83,5913.46
base+htf,xgb_deep,xgb,6,0.015,0.03,0.55,935,0.384,-51.96,52.02,0.56,20.9,-7.43,4803.68
base+htf,xgb_deep,xgb,6,0.015,0.03,0.6,745,0.393,-42.48,42.87,0.59,16.7,-6.16,5752.43
base+htf,xgb_deep,xgb,6,0.015,0.03,0.65,590,0.388,-37.62,38.5,0.58,13.2,-5.77,6237.79
base+htf,xgb_deep,xgb,6,0.015,0.03,0.7,444,0.376,-31.41,34.1,0.58,9.9,-5.1,6859.29
base+htf,xgb_deep,xgb,6,0.02,0.04,0.55,880,0.399,-49.46,49.52,0.57,19.7,-6.74,5053.84
base+htf,xgb_deep,xgb,6,0.02,0.04,0.6,694,0.408,-40.04,41.67,0.61,15.5,-5.4,5996.21
base+htf,xgb_deep,xgb,6,0.02,0.04,0.65,549,0.412,-32.31,34.15,0.63,12.3,-4.45,6769.49
base+htf,xgb_deep,xgb,6,0.02,0.04,0.7,412,0.403,-29.19,32.38,0.6,9.2,-4.3,7081.37
base+htf,xgb_deep,xgb,8,0.01,0.02,0.55,1161,0.342,-63.78,63.78,0.54,26.0,-9.75,3622.11
base+htf,xgb_deep,xgb,8,0.01,0.02,0.6,961,0.344,-56.58,56.68,0.55,21.5,-8.66,4342.23
base+htf,xgb_deep,xgb,8,0.01,0.02,0.65,760,0.341,-49.81,50.16,0.54,17.0,-8.1,5019.42
base+htf,xgb_deep,xgb,8,0.01,0.02,0.7,586,0.323,-43.24,43.25,0.53,13.1,-7.47,5676.1
base+htf,xgb_deep,xgb,8,0.015,0.03,0.55,950,0.382,-49.88,50.52,0.61,21.3,-6.48,5011.89
base+htf,xgb_deep,xgb,8,0.015,0.03,0.6,782,0.382,-44.53,45.01,0.6,17.5,-6.23,5547.37
base+htf,xgb_deep,xgb,8,0.015,0.03,0.65,618,0.383,-38.78,40.39,0.6,13.8,-5.69,6122.2
base+htf,xgb_deep,xgb,8,0.015,0.03,0.7,468,0.385,-33.14,33.62,0.58,10.5,-5.2,6685.73
base+htf,xgb_deep,xgb,8,0.02,0.04,0.55,892,0.392,-49.92,50.19,0.59,20.0,-6.33,5008.3
base+htf,xgb_deep,xgb,8,0.02,0.04,0.6,729,0.395,-44.13,44.55,0.6,16.3,-5.8,5586.72
base+htf,xgb_deep,xgb,8,0.02,0.04,0.65,570,0.402,-36.72,38.73,0.6,12.8,-5.11,6327.76
base+htf,xgb_deep,xgb,8,0.02,0.04,0.7,430,0.398,-32.4,33.09,0.57,9.6,-4.78,6759.7
base+htf,xgb_deep,xgb,12,0.01,0.02,0.55,1241,0.355,-63.31,64.51,0.6,27.8,-8.52,3669.47
base+htf,xgb_deep,xgb,12,0.01,0.02,0.6,1012,0.356,-56.24,57.75,0.59,22.7,-7.98,4375.92
base+htf,xgb_deep,xgb,12,0.01,0.02,0.65,803,0.339,-52.81,53.31,0.55,18.0,-8.38,4719.42
base+htf,xgb_deep,xgb,12,0.01,0.02,0.7,604,0.343,-42.93,43.82,0.55,13.5,-7.26,5706.55
base+htf,xgb_deep,xgb,12,0.015,0.03,0.55,966,0.401,-52.96,54.69,0.63,21.6,-6.31,4703.94
base+htf,xgb_deep,xgb,12,0.015,0.03,0.6,795,0.401,-48.47,50.3,0.61,17.8,-6.07,5153.32
base+htf,xgb_deep,xgb,12,0.015,0.03,0.65,633,0.39,-43.99,44.41,0.59,14.2,-5.98,5600.8
base+htf,xgb_deep,xgb,12,0.015,0.03,0.7,483,0.404,-34.85,36.56,0.61,10.8,-5.04,6514.94
base+htf,xgb_deep,xgb,12,0.02,0.04,0.55,880,0.412,-51.64,53.97,0.62,19.7,-5.81,4835.65
base+htf,xgb_deep,xgb,12,0.02,0.04,0.6,714,0.423,-40.87,43.79,0.66,16.0,-4.7,5912.57
base+htf,xgb_deep,xgb,12,0.02,0.04,0.65,561,0.412,-34.97,37.21,0.65,12.6,-4.37,6503.05
base+htf,xgb_deep,xgb,12,0.02,0.04,0.7,432,0.424,-29.88,32.1,0.64,9.7,-3.95,7012.18
base+htf,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.55,1646,0.342,-74.83,74.86,0.49,36.9,-12.32,2517.18
base+htf,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.6,1550,0.345,-73.46,73.49,0.5,34.7,-12.02,2654.34
base+htf,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.65,1438,0.352,-70.35,70.39,0.5,32.2,-11.55,2964.63
base+htf,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.7,1330,0.352,-67.74,67.74,0.51,29.8,-11.02,3225.51
base+htf,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.55,1428,0.361,-67.54,67.58,0.53,32.0,-9.74,3245.97
base+htf,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.6,1345,0.365,-66.29,66.33,0.53,30.1,-9.54,3371.24
base+htf,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.65,1248,0.376,-62.61,62.66,0.54,28.0,-9.01,3738.93
base+htf,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.7,1149,0.378,-60.34,60.38,0.54,25.7,-8.71,3965.76
base+htf,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.55,1363,0.375,-64.3,64.34,0.54,30.5,-8.72,3570.09
base+htf,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.6,1277,0.381,-62.63,62.68,0.55,28.6,-8.4,3736.61
base+htf,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.65,1179,0.394,-58.19,58.24,0.57,26.4,-7.76,4181.19
base+htf,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.7,1082,0.392,-56.27,56.32,0.56,24.2,-7.53,4372.64
base+htf,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.55,1555,0.349,-70.32,70.32,0.56,34.8,-10.17,2968.16
base+htf,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.6,1467,0.35,-68.52,68.61,0.56,32.9,-9.9,3147.76
base+htf,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.65,1386,0.354,-66.89,66.89,0.56,31.0,-9.72,3311.42
base+htf,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.7,1279,0.357,-64.12,64.16,0.57,28.6,-9.35,3588.39
base+htf,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.55,1287,0.38,-62.46,63.06,0.58,28.8,-8.19,3754.25
base+htf,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.6,1212,0.378,-60.7,61.67,0.58,27.1,-8.08,3930.45
base+htf,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.65,1137,0.398,-55.49,56.65,0.61,25.5,-7.17,4451.49
base+htf,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.7,1040,0.393,-53.38,54.28,0.6,23.3,-7.11,4661.79
base+htf,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.55,1209,0.387,-60.85,61.73,0.57,27.1,-7.78,3914.53
base+htf,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.6,1137,0.391,-58.26,59.08,0.57,25.5,-7.51,4173.54
base+htf,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.65,1061,0.41,-54.23,55.39,0.59,23.8,-6.88,4576.94
base+htf,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.7,970,0.411,-51.19,51.94,0.6,21.7,-6.55,4881.02
base+htf,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.55,1558,0.359,-71.67,72.22,0.6,34.9,-9.32,2832.51
base+htf,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.6,1451,0.357,-69.32,69.87,0.59,32.5,-9.18,3068.09
base+htf,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.65,1366,0.356,-65.8,66.82,0.61,30.6,-8.55,3419.8
base+htf,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.7,1277,0.356,-63.15,64.23,0.62,28.6,-8.18,3684.65
base+htf,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.55,1209,0.398,-61.62,62.71,0.63,27.1,-7.06,3837.7
base+htf,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.6,1109,0.404,-57.52,59.3,0.63,24.8,-6.63,4248.21
base+htf,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.65,1052,0.395,-56.62,58.9,0.63,23.6,-6.66,4338.49
base+htf,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.7,980,0.399,-53.72,55.27,0.64,22.0,-6.23,4627.58
base+htf,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.55,1103,0.414,-57.84,59.08,0.64,24.7,-6.24,4215.89
base+htf,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.6,1019,0.413,-53.98,56.14,0.65,22.8,-5.8,4601.82
base+htf,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.65,963,0.41,-51.76,54.47,0.65,21.6,-5.57,4824.17
base+htf,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.7,894,0.412,-48.89,51.22,0.66,20.0,-5.2,5111.41
base+htf,rf_light,rf,6,0.01,0.02,0.55,1645,0.342,-76.92,76.92,0.48,36.8,-12.96,2308.0
base+htf,rf_light,rf,6,0.01,0.02,0.6,1095,0.365,-58.31,59.39,0.56,24.5,-8.98,4168.52
base+htf,rf_light,rf,6,0.01,0.02,0.65,689,0.348,-46.65,47.68,0.54,15.4,-7.84,5334.52
base+htf,rf_light,rf,6,0.01,0.02,0.7,424,0.34,-33.41,34.12,0.55,9.5,-6.09,6659.18
base+htf,rf_light,rf,6,0.015,0.03,0.55,1407,0.356,-70.9,70.9,0.5,31.5,-10.76,2910.25
base+htf,rf_light,rf,6,0.015,0.03,0.6,913,0.39,-50.36,51.88,0.59,20.5,-6.95,4964.32
base+htf,rf_light,rf,6,0.015,0.03,0.65,556,0.381,-37.0,38.67,0.6,12.5,-5.45,6299.9
base+htf,rf_light,rf,6,0.015,0.03,0.7,329,0.377,-27.39,28.27,0.59,7.4,-4.47,7261.17
base+htf,rf_light,rf,6,0.02,0.04,0.55,1327,0.369,-69.16,69.16,0.5,29.7,-10.03,3084.13
base+htf,rf_light,rf,6,0.02,0.04,0.6,851,0.411,-49.21,50.73,0.59,19.1,-6.45,5079.19
base+htf,rf_light,rf,6,0.02,0.04,0.65,514,0.407,-34.88,36.59,0.61,11.5,-4.85,6512.46
base+htf,rf_light,rf,6,0.02,0.04,0.7,295,0.4,-25.82,26.78,0.59,6.6,-3.98,7418.42
base+htf,rf_light,rf,8,0.01,0.02,0.55,1741,0.334,-78.56,78.56,0.52,39.0,-11.83,2143.75
base+htf,rf_light,rf,8,0.01,0.02,0.6,1154,0.356,-58.73,58.73,0.6,25.8,-8.17,4126.97
