feature_set,model,model_type,horizon,sl,tp,threshold,trades,win_rate,pnl_pct,max_dd,profit_factor,trades_per_week,sharpe,final_balance
base+htf,rf_light,rf,8,0.01,0.02,0.65,698,0.334,-45.54,47.81,0.59,15.6,-6.87,5446.48
base+htf,rf_light,rf,8,0.01,0.02,0.7,404,0.312,-32.92,33.95,0.57,9.0,-5.8,6707.87
base+htf,rf_light,rf,8,0.015,0.03,0.55,1425,0.372,-69.57,70.0,0.56,31.9,-9.09,3042.52
base+htf,rf_light,rf,8,0.015,0.03,0.6,920,0.397,-50.44,50.78,0.62,20.6,-6.37,4956.3
base+htf,rf_light,rf,8,0.015,0.03,0.65,516,0.386,-34.65,37.78,0.64,11.6,-4.65,6535.28
base+htf,rf_light,rf,8,0.015,0.03,0.7,285,0.354,-25.49,27.54,0.59,6.4,-4.15,7450.79
base+htf,rf_light,rf,8,0.02,0.04,0.55,1324,0.384,-66.89,67.46,0.56,29.7,-8.38,3311.39
base+htf,rf_light,rf,8,0.02,0.04,0.6,852,0.411,-46.12,46.7,0.64,19.1,-5.43,5388.37
base+htf,rf_light,rf,8,0.02,0.04,0.65,475,0.427,-30.9,35.29,0.67,10.6,-3.74,6910.31
base+htf,rf_light,rf,8,0.02,0.04,0.7,253,0.383,-24.57,27.37,0.59,5.7,-3.71,7542.51
base+htf,rf_light,rf,12,0.01,0.02,0.55,1713,0.347,-76.01,76.49,0.58,38.4,-10.15,2398.78
base+htf,rf_light,rf,12,0.01,0.02,0.6,1147,0.356,-61.97,62.3,0.58,25.7,-8.74,3803.31
base+htf,rf_light,rf,12,0.01,0.02,0.65,680,0.356,-42.11,46.54,0.62,15.2,-6.17,5788.69
base+htf,rf_light,rf,12,0.01,0.02,0.7,381,0.325,-31.45,32.99,0.58,8.5,-5.46,6855.22
base+htf,rf_light,rf,12,0.015,0.03,0.55,1303,0.388,-65.95,66.94,0.6,29.2,-7.87,3404.9
base+htf,rf_light,rf,12,0.015,0.03,0.6,847,0.403,-49.39,51.66,0.63,19.0,-6.05,5060.86
base+htf,rf_light,rf,12,0.015,0.03,0.65,485,0.404,-32.92,38.75,0.65,10.9,-4.39,6708.08
base+htf,rf_light,rf,12,0.015,0.03,0.7,254,0.378,-23.09,25.18,0.62,5.7,-3.63,7690.69
base+htf,rf_light,rf,12,0.02,0.04,0.55,1178,0.396,-61.83,63.02,0.61,26.4,-7.01,3816.65
base+htf,rf_light,rf,12,0.02,0.04,0.6,762,0.423,-43.13,46.66,0.67,17.1,-4.83,5687.22
base+htf,rf_light,rf,12,0.02,0.04,0.65,425,0.426,-28.57,36.97,0.69,9.5,-3.47,7142.58
base+htf,rf_light,rf,12,0.02,0.04,0.7,221,0.389,-23.54,25.15,0.61,5.0,-3.45,7646.31
base+htf,rf_std,rf,6,0.01,0.02,0.55,764,0.363,-45.32,47.01,0.58,17.1,-7.18,5467.72
base+htf,rf_std,rf,6,0.01,0.02,0.6,504,0.345,-35.69,37.32,0.57,11.3,-6.23,6430.72
base+htf,rf_std,rf,6,0.01,0.02,0.65,328,0.345,-27.32,28.67,0.54,7.3,-5.49,7268.31
base+htf,rf_std,rf,6,0.01,0.02,0.7,225,0.324,-19.56,21.41,0.57,5.0,-4.26,8044.14
base+htf,rf_std,rf,6,0.015,0.03,0.55,624,0.394,-35.9,37.75,0.63,14.0,-5.01,6410.5
base+htf,rf_std,rf,6,0.015,0.03,0.6,400,0.38,-30.02,32.03,0.6,9.0,-4.66,6998.08
base+htf,rf_std,rf,6,0.015,0.03,0.65,252,0.393,-19.64,21.92,0.63,5.6,-3.43,8035.68
base+htf,rf_std,rf,6,0.015,0.03,0.7,163,0.387,-12.0,14.96,0.68,3.7,-2.32,8799.56
base+htf,rf_std,rf,6,0.02,0.04,0.55,583,0.422,-34.83,36.86,0.64,13.1,-4.59,6516.56
base+htf,rf_std,rf,6,0.02,0.04,0.6,364,0.409,-25.66,28.3,0.64,8.2,-3.67,7434.08
base+htf,rf_std,rf,6,0.02,0.04,0.65,220,0.432,-16.32,19.66,0.66,4.9,-2.62,8367.8
base+htf,rf_std,rf,6,0.02,0.04,0.7,143,0.448,-9.08,12.66,0.74,3.2,-1.6,9092.39
base+htf,rf_std,rf,8,0.01,0.02,0.55,848,0.346,-49.39,51.1,0.61,19.0,-6.97,5060.89
base+htf,rf_std,rf,8,0.01,0.02,0.6,557,0.345,-36.14,38.46,0.62,12.5,-5.55,6385.83
base+htf,rf_std,rf,8,0.01,0.02,0.65,343,0.309,-29.29,30.24,0.56,7.7,-5.47,7071.4
base+htf,rf_std,rf,8,0.01,0.02,0.7,217,0.29,-20.65,22.26,0.55,4.9,-4.57,7934.76
base+htf,rf_std,rf,8,0.015,0.03,0.55,657,0.394,-39.29,42.13,0.64,14.7,-5.03,6071.08
base+htf,rf_std,rf,8,0.015,0.03,0.6,411,0.387,-28.13,30.94,0.65,9.2,-3.95,7187.11
base+htf,rf_std,rf,8,0.015,0.03,0.65,245,0.363,-20.81,23.34,0.62,5.5,-3.47,7919.04
base+htf,rf_std,rf,8,0.015,0.03,0.7,153,0.346,-16.94,19.1,0.57,3.4,-3.37,8305.58
base+htf,rf_std,rf,8,0.02,0.04,0.55,608,0.419,-34.9,38.32,0.67,13.6,-4.09,6510.26
base+htf,rf_std,rf,8,0.02,0.04,0.6,375,0.432,-25.97,29.67,0.67,8.4,-3.31,7402.53
base+htf,rf_std,rf,8,0.02,0.04,0.65,219,0.384,-20.39,23.11,0.62,4.9,-3.17,7960.75
base+htf,rf_std,rf,8,0.02,0.04,0.7,132,0.379,-13.36,16.19,0.63,3.0,-2.39,8664.21
base+htf,rf_std,rf,12,0.01,0.02,0.55,1043,0.363,-55.21,57.15,0.62,23.4,-7.45,4478.8
base+htf,rf_std,rf,12,0.01,0.02,0.6,668,0.371,-40.26,43.94,0.64,15.0,-5.76,5974.17
base+htf,rf_std,rf,12,0.01,0.02,0.65,423,0.338,-31.59,34.14,0.6,9.5,-5.3,6840.95
base+htf,rf_std,rf,12,0.01,0.02,0.7,267,0.307,-25.09,26.01,0.56,6.0,-4.92,7491.05
base+htf,rf_std,rf,12,0.015,0.03,0.55,767,0.412,-43.18,45.67,0.66,17.2,-5.2,5681.7
base+htf,rf_std,rf,12,0.015,0.03,0.6,486,0.426,-31.27,35.34,0.67,10.9,-4.07,6872.58
base+htf,rf_std,rf,12,0.015,0.03,0.65,290,0.41,-20.31,23.76,0.69,6.5,-3.0,7968.97
base+htf,rf_std,rf,12,0.015,0.03,0.7,178,0.371,-18.86,20.0,0.6,4.0,-3.4,8113.62
base+htf,rf_std,rf,12,0.02,0.04,0.55,693,0.426,-42.24,45.41,0.66,15.5,-4.76,5776.02
base+htf,rf_std,rf,12,0.02,0.04,0.6,434,0.435,-29.93,35.55,0.67,9.7,-3.63,7007.38
base+htf,rf_std,rf,12,0.02,0.04,0.65,253,0.435,-20.58,24.3,0.68,5.7,-2.81,7941.92
base+htf,rf_std,rf,12,0.02,0.04,0.7,149,0.396,-16.55,17.86,0.63,3.3,-2.7,8344.9
base+htf,rf_deep,rf,6,0.01,0.02,0.55,370,0.338,-29.11,30.59,0.56,8.3,-5.5,7088.97
base+htf,rf_deep,rf,6,0.01,0.02,0.6,269,0.331,-22.07,23.57,0.58,6.0,-4.51,7793.16
base+htf,rf_deep,rf,6,0.01,0.02,0.65,187,0.299,-19.81,20.68,0.5,4.2,-4.82,8018.56
base+htf,rf_deep,rf,6,0.01,0.02,0.7,137,0.328,-11.72,14.06,0.61,3.1,-3.01,8827.86
base+htf,rf_deep,rf,6,0.015,0.03,0.55,285,0.379,-23.09,24.8,0.61,6.4,-3.87,7690.86
base+htf,rf_deep,rf,6,0.015,0.03,0.6,194,0.387,-14.33,16.74,0.66,4.3,-2.66,8566.72
base+htf,rf_deep,rf,6,0.015,0.03,0.65,134,0.373,-10.9,13.42,0.66,3.0,-2.3,8910.03
base+htf,rf_deep,rf,6,0.015,0.03,0.7,95,0.432,-4.14,7.45,0.82,2.1,-0.95,9586.48
base+htf,rf_deep,rf,6,0.02,0.04,0.55,253,0.411,-19.38,21.1,0.65,5.7,-3.0,8062.42
base+htf,rf_deep,rf,6,0.02,0.04,0.6,174,0.414,-13.91,17.65,0.67,3.9,-2.32,8608.62
base+htf,rf_deep,rf,6,0.02,0.04,0.65,121,0.43,-10.61,13.12,0.67,2.7,-2.01,8939.27
base+htf,rf_deep,rf,6,0.02,0.04,0.7,85,0.494,-1.99,6.07,0.91,1.9,-0.39,9800.66
base+htf,rf_deep,rf,8,0.01,0.02,0.55,419,0.339,-31.31,32.39,0.59,9.4,-5.45,6868.55
base+htf,rf_deep,rf,8,0.01,0.02,0.6,284,0.296,-25.67,26.35,0.55,6.4,-5.11,7432.66
base+htf,rf_deep,rf,8,0.01,0.02,0.65,200,0.295,-19.18,20.89,0.55,4.5,-4.38,8081.87
base+htf,rf_deep,rf,8,0.01,0.02,0.7,138,0.29,-13.68,14.82,0.56,3.1,-3.56,8632.46
base+htf,rf_deep,rf,8,0.015,0.03,0.55,307,0.397,-22.15,25.52,0.66,6.9,-3.37,7785.34
base+htf,rf_deep,rf,8,0.015,0.03,0.6,204,0.338,-20.7,21.88,0.58,4.6,-3.72,7930.1
base+htf,rf_deep,rf,8,0.015,0.03,0.65,135,0.363,-15.15,16.52,0.56,3.0,-3.22,8484.67
base+htf,rf_deep,rf,8,0.015,0.03,0.7,91,0.363,-8.44,10.69,0.65,2.0,-2.0,9155.63
base+htf,rf_deep,rf,8,0.02,0.04,0.55,276,0.442,-20.25,24.5,0.67,6.2,-2.86,7974.51
base+htf,rf_deep,rf,8,0.02,0.04,0.6,178,0.376,-15.89,18.18,0.65,4.0,-2.55,8411.07
base+htf,rf_deep,rf,8,0.02,0.04,0.65,121,0.364,-13.55,15.68,0.61,2.7,-2.51,8645.2
base+htf,rf_deep,rf,8,0.02,0.04,0.7,79,0.392,-8.41,11.17,0.64,1.8,-1.8,9158.79
base+htf,rf_deep,rf,12,0.01,0.02,0.55,539,0.351,-35.9,39.59,0.62,12.1,-5.52,6410.16
base+htf,rf_deep,rf,12,0.01,0.02,0.6,358,0.335,-27.61,29.75,0.61,8.0,-4.75,7238.55
base+htf,rf_deep,rf,12,0.01,0.02,0.65,258,0.314,-23.25,24.2,0.57,5.8,-4.63,7674.58
base+htf,rf_deep,rf,12,0.01,0.02,0.7,181,0.315,-15.32,17.5,0.63,4.1,-3.34,8468.16
base+htf,rf_deep,rf,12,0.015,0.03,0.55,388,0.42,-25.7,30.46,0.68,8.7,-3.51,7429.88
base+htf,rf_deep,rf,12,0.015,0.03,0.6,245,0.404,-20.41,22.89,0.64,5.5,-3.27,7958.55
base+htf,rf_deep,rf,12,0.015,0.03,0.65,170,0.388,-15.58,16.76,0.64,3.8,-2.84,8442.22
base+htf,rf_deep,rf,12,0.015,0.03,0.7,112,0.411,-7.64,10.64,0.75,2.5,-1.52,9235.61
base+htf,rf_deep,rf,12,0.02,0.04,0.55,347,0.438,-25.93,31.28,0.68,7.8,-3.24,7407.14
base+htf,rf_deep,rf,12,0.02,0.04,0.6,217,0.429,-19.98,22.76,0.64,4.9,-2.93,8001.59
base+htf,rf_deep,rf,12,0.02,0.04,0.65,146,0.397,-15.73,17.1,0.63,3.3,-2.58,8426.79
base+htf,rf_deep,rf,12,0.02,0.04,0.7,93,0.43,-6.5,9.85,0.78,2.1,-1.14,9349.76
base+div,xgb_light,xgb,6,0.01,0.02,0.55,2652,0.334,-88.99,89.06,0.49,59.4,-14.32,1100.78
base+div,xgb_light,xgb,6,0.01,0.02,0.6,2273,0.348,-84.82,84.82,0.5,50.9,-13.5,1517.62
base+div,xgb_light,xgb,6,0.01,0.02,0.65,1869,0.34,-78.37,78.37,0.51,41.9,-12.13,2163.01
base+div,xgb_light,xgb,6,0.01,0.02,0.7,1472,0.342,-70.89,70.95,0.52,33.0,-11.17,2911.4
base+div,xgb_light,xgb,6,0.015,0.03,0.55,2343,0.345,-85.56,85.67,0.5,52.5,-12.47,1444.43
base+div,xgb_light,xgb,6,0.015,0.03,0.6,1981,0.363,-80.37,80.37,0.51,44.4,-11.5,1962.53
base+div,xgb_light,xgb,6,0.015,0.03,0.65,1624,0.359,-72.44,72.44,0.54,36.4,-9.99,2756.42
base+div,xgb_light,xgb,6,0.015,0.03,0.7,1257,0.369,-62.71,62.79,0.56,28.2,-8.58,3728.71
base+div,xgb_light,xgb,6,0.02,0.04,0.55,2236,0.351,-83.74,83.84,0.5,50.1,-11.68,1625.74
base+div,xgb_light,xgb,6,0.02,0.04,0.6,1884,0.375,-76.92,76.92,0.52,42.2,-10.47,2307.55
base+div,xgb_light,xgb,6,0.02,0.04,0.65,1542,0.367,-69.58,69.58,0.55,34.5,-9.04,3041.51
base+div,xgb_light,xgb,6,0.02,0.04,0.7,1179,0.379,-59.1,59.19,0.57,26.4,-7.6,4089.91
base+div,xgb_light,xgb,8,0.01,0.02,0.55,2240,0.342,-85.3,85.46,0.53,50.2,-12.51,1470.14
base+div,xgb_light,xgb,8,0.01,0.02,0.6,1889,0.352,-78.22,78.3,0.55,42.3,-11.29,2177.95
base+div,xgb_light,xgb,8,0.01,0.02,0.65,1537,0.347,-72.94,72.94,0.54,34.4,-10.98,2705.77
base+div,xgb_light,xgb,8,0.01,0.02,0.7,1207,0.341,-64.75,64.75,0.55,27.0,-9.71,3525.47
base+div,xgb_light,xgb,8,0.015,0.03,0.55,1858,0.382,-77.33,77.54,0.56,41.6,-9.91,2267.05
base+div,xgb_light,xgb,8,0.015,0.03,0.6,1550,0.387,-67.67,68.17,0.59,34.7,-8.39,3233.31
base+div,xgb_light,xgb,8,0.015,0.03,0.65,1251,0.384,-63.61,63.86,0.58,28.0,-8.22,3639.09
base+div,xgb_light,xgb,8,0.015,0.03,0.7,964,0.385,-53.85,54.32,0.59,21.6,-7.04,4614.83
base+div,xgb_light,xgb,8,0.02,0.04,0.55,1742,0.384,-75.31,75.56,0.56,39.0,-9.11,2468.76
base+div,xgb_light,xgb,8,0.02,0.04,0.6,1447,0.402,-65.58,66.03,0.59,32.4,-7.69,3441.91
base+div,xgb_light,xgb,8,0.02,0.04,0.65,1158,0.396,-60.96,61.07,0.57,25.9,-7.53,3904.04
base+div,xgb_light,xgb,8,0.02,0.04,0.7,890,0.388,-50.87,51.39,0.6,19.9,-6.3,4913.3
base+div,xgb_light,xgb,12,0.01,0.02,0.55,1941,0.356,-79.1,79.74,0.58,43.5,-10.43,2089.6
base+div,xgb_light,xgb,12,0.01,0.02,0.6,1679,0.353,-74.94,75.29,0.58,37.6,-10.02,2505.72
base+div,xgb_light,xgb,12,0.01,0.02,0.65,1407,0.35,-68.48,68.95,0.59,31.5,-9.33,3152.43
base+div,xgb_light,xgb,12,0.01,0.02,0.7,1099,0.349,-56.79,56.79,0.62,24.6,-7.59,4320.62
base+div,xgb_light,xgb,12,0.015,0.03,0.55,1520,0.393,-71.97,72.75,0.59,34.0,-8.49,2802.78
base+div,xgb_light,xgb,12,0.015,0.03,0.6,1302,0.394,-66.94,67.84,0.6,29.2,-7.87,3305.72
base+div,xgb_light,xgb,12,0.015,0.03,0.65,1075,0.402,-55.66,56.74,0.64,24.1,-6.41,4433.94
base+div,xgb_light,xgb,12,0.015,0.03,0.7,828,0.403,-45.78,46.72,0.66,18.5,-5.39,5421.95
base+div,xgb_light,xgb,12,0.02,0.04,0.55,1393,0.405,-67.8,68.69,0.6,31.2,-7.56,3219.68
base+div,xgb_light,xgb,12,0.02,0.04,0.6,1183,0.401,-62.21,62.97,0.61,26.5,-6.97,3778.53
base+div,xgb_light,xgb,12,0.02,0.04,0.65,972,0.424,-48.78,49.87,0.67,21.8,-5.21,5122.17
base+div,xgb_light,xgb,12,0.02,0.04,0.7,741,0.425,-42.11,43.47,0.68,16.6,-4.61,5789.49
base+div,xgb_std,xgb,6,0.01,0.02,0.55,1889,0.334,-79.72,79.78,0.49,42.3,-12.83,2027.78
base+div,xgb_std,xgb,6,0.01,0.02,0.6,1556,0.343,-72.35,72.65,0.51,34.9,-11.51,2765.23
base+div,xgb_std,xgb,6,0.01,0.02,0.65,1271,0.348,-65.1,65.17,0.52,28.5,-10.5,3489.92
base+div,xgb_std,xgb,6,0.01,0.02,0.7,975,0.344,-56.16,56.16,0.53,21.8,-9.18,4384.2
base+div,xgb_std,xgb,6,0.015,0.03,0.55,1665,0.353,-73.6,73.65,0.52,37.3,-10.38,2640.09
base+div,xgb_std,xgb,6,0.015,0.03,0.6,1354,0.366,-64.72,64.99,0.55,30.3,-9.1,3528.48
base+div,xgb_std,xgb,6,0.015,0.03,0.65,1093,0.371,-56.39,56.39,0.56,24.5,-7.99,4361.19
base+div,xgb_std,xgb,6,0.015,0.03,0.7,830,0.37,-47.88,48.1,0.58,18.6,-6.79,5212.18
base+div,xgb_std,xgb,6,0.02,0.04,0.55,1587,0.357,-70.37,70.37,0.53,35.5,-9.56,2962.6
base+div,xgb_std,xgb,6,0.02,0.04,0.6,1284,0.371,-62.08,62.27,0.56,28.8,-8.27,3791.72
base+div,xgb_std,xgb,6,0.02,0.04,0.65,1033,0.383,-53.46,53.46,0.57,23.1,-7.1,4654.0
base+div,xgb_std,xgb,6,0.02,0.04,0.7,778,0.378,-45.34,45.55,0.59,17.4,-6.03,5465.59
base+div,xgb_std,xgb,8,0.01,0.02,0.55,1721,0.336,-79.07,79.07,0.5,38.6,-12.39,2092.59
base+div,xgb_std,xgb,8,0.01,0.02,0.6,1416,0.338,-71.39,71.39,0.52,31.7,-11.05,2861.26
base+div,xgb_std,xgb,8,0.01,0.02,0.65,1167,0.344,-63.48,63.84,0.55,26.1,-9.56,3651.57
base+div,xgb_std,xgb,8,0.01,0.02,0.7,908,0.33,-55.93,56.01,0.54,20.3,-8.74,4407.3
base+div,xgb_std,xgb,8,0.015,0.03,0.55,1432,0.369,-69.78,70.51,0.54,32.1,-9.6,3021.89
base+div,xgb_std,xgb,8,0.015,0.03,0.6,1156,0.37,-63.31,63.78,0.54,25.9,-8.81,3668.96
base+div,xgb_std,xgb,8,0.015,0.03,0.65,958,0.368,-56.25,56.55,0.56,21.5,-7.75,4375.43
base+div,xgb_std,xgb,8,0.015,0.03,0.7,742,0.354,-51.35,51.7,0.54,16.6,-7.47,4864.83
base+div,xgb_std,xgb,8,0.02,0.04,0.55,1336,0.382,-66.39,66.76,0.54,29.9,-8.77,3360.92
base+div,xgb_std,xgb,8,0.02,0.04,0.6,1084,0.383,-61.03,61.31,0.54,24.3,-8.04,3897.13
base+div,xgb_std,xgb,8,0.02,0.04,0.65,886,0.377,-52.37,52.37,0.57,19.8,-6.81,4763.31
base+div,xgb_std,xgb,8,0.02,0.04,0.7,681,0.369,-46.58,46.58,0.56,15.3,-6.34,5341.91
base+div,xgb_std,xgb,12,0.01,0.02,0.55,1792,0.352,-76.68,77.31,0.58,40.1,-10.01,2332.15
base+div,xgb_std,xgb,12,0.01,0.02,0.6,1519,0.355,-68.35,68.35,0.6,34.0,-9.06,3165.2
base+div,xgb_std,xgb,12,0.01,0.02,0.65,1241,0.35,-62.08,62.24,0.6,27.8,-8.53,3791.82
base+div,xgb_std,xgb,12,0.01,0.02,0.7,949,0.345,-54.84,55.22,0.59,21.3,-7.92,4515.97
base+div,xgb_std,xgb,12,0.015,0.03,0.55,1418,0.389,-67.22,68.42,0.61,31.8,-7.63,3277.65
base+div,xgb_std,xgb,12,0.015,0.03,0.6,1201,0.403,-55.92,56.6,0.66,26.9,-6.3,4408.5
base+div,xgb_std,xgb,12,0.015,0.03,0.65,984,0.395,-51.54,51.94,0.64,22.0,-6.11,4846.47
base+div,xgb_std,xgb,12,0.015,0.03,0.7,741,0.393,-43.86,45.77,0.64,16.6,-5.58,5613.8
base+div,xgb_std,xgb,12,0.02,0.04,0.55,1297,0.396,-65.14,66.37,0.61,29.1,-7.06,3486.08
base+div,xgb_std,xgb,12,0.02,0.04,0.6,1107,0.409,-55.02,55.75,0.65,24.8,-5.97,4498.31
base+div,xgb_std,xgb,12,0.02,0.04,0.65,901,0.411,-47.84,48.5,0.66,20.2,-5.29,5216.48
base+div,xgb_std,xgb,12,0.02,0.04,0.7,671,0.402,-40.77,41.93,0.65,15.0,-4.78,5923.04
base+div,xgb_deep,xgb,6,0.01,0.02,0.55,1389,0.343,-67.07,67.07,0.52,31.1,-10.82,3292.89
base+div,xgb_deep,xgb,6,0.01,0.02,0.6,1144,0.342,-60.52,60.52,0.52,25.6,-9.96,3948.19
base+div,xgb_deep,xgb,6,0.01,0.02,0.65,905,0.349,-53.21,53.21,0.52,20.3,-9.05,4679.47
base+div,xgb_deep,xgb,6,0.01,0.02,0.7,666,0.335,-45.46,45.65,0.51,14.9,-8.31,5453.53
base+div,xgb_deep,xgb,6,0.015,0.03,0.55,1218,0.365,-60.66,60.66,0.54,27.3,-8.68,3933.69
base+div,xgb_deep,xgb,6,0.015,0.03,0.6,997,0.369,-53.68,53.68,0.55,22.3,-7.95,4631.51
base+div,xgb_deep,xgb,6,0.015,0.03,0.65,787,0.376,-44.99,45.0,0.56,17.6,-6.86,5501.37
base+div,xgb_deep,xgb,6,0.015,0.03,0.7,578,0.367,-36.66,38.29,0.58,12.9,-5.69,6334.06
base+div,xgb_deep,xgb,6,0.02,0.04,0.55,1153,0.372,-56.4,56.4,0.57,25.8,-7.47,4360.1
base+div,xgb_deep,xgb,6,0.02,0.04,0.6,943,0.379,-49.09,49.09,0.58,21.1,-6.59,5091.26
base+div,xgb_deep,xgb,6,0.02,0.04,0.65,744,0.387,-41.78,42.11,0.59,16.7,-5.72,5821.59
base+div,xgb_deep,xgb,6,0.02,0.04,0.7,536,0.384,-32.24,35.69,0.63,12.0,-4.48,6776.32
base+div,xgb_deep,xgb,8,0.01,0.02,0.55,1240,0.357,-61.32,61.53,0.57,27.8,-8.98,3867.83
base+div,xgb_deep,xgb,8,0.01,0.02,0.6,1003,0.341,-55.87,55.87,0.57,22.5,-8.48,4412.64
base+div,xgb_deep,xgb,8,0.01,0.02,0.65,797,0.345,-48.67,48.67,0.56,17.9,-7.78,5132.71
base+div,xgb_deep,xgb,8,0.01,0.02,0.7,594,0.323,-42.75,42.83,0.55,13.3,-7.18,5724.81
base+div,xgb_deep,xgb,8,0.015,0.03,0.55,1031,0.392,-52.65,53.32,0.59,23.1,-7.18,4734.81
base+div,xgb_deep,xgb,8,0.015,0.03,0.6,829,0.376,-46.6,46.96,0.6,18.6,-6.48,5339.75
base+div,xgb_deep,xgb,8,0.015,0.03,0.65,654,0.393,-38.37,38.37,0.61,14.6,-5.61,6162.51
base+div,xgb_deep,xgb,8,0.015,0.03,0.7,477,0.371,-34.72,34.81,0.58,10.7,-5.43,6528.36
base+div,xgb_deep,xgb,8,0.02,0.04,0.55,971,0.405,-51.23,52.01,0.59,21.8,-6.58,4876.61
base+div,xgb_deep,xgb,8,0.02,0.04,0.6,777,0.391,-43.63,44.08,0.62,17.4,-5.6,5636.66
base+div,xgb_deep,xgb,8,0.02,0.04,0.65,616,0.403,-36.98,36.98,0.62,13.8,-4.95,6301.97
base+div,xgb_deep,xgb,8,0.02,0.04,0.7,442,0.391,-31.1,31.2,0.61,9.9,-4.38,6889.79
base+div,xgb_deep,xgb,12,0.01,0.02,0.55,1311,0.355,-66.33,66.44,0.58,29.4,-9.13,3366.92
base+div,xgb_deep,xgb,12,0.01,0.02,0.6,1061,0.353,-57.5,57.9,0.6,23.8,-8.12,4249.67
base+div,xgb_deep,xgb,12,0.01,0.02,0.65,836,0.349,-51.37,51.62,0.58,18.7,-7.73,4862.65
base+div,xgb_deep,xgb,12,0.01,0.02,0.7,600,0.352,-39.52,40.24,0.6,13.4,-6.19,6048.25
base+div,xgb_deep,xgb,12,0.015,0.03,0.55,1026,0.397,-54.95,56.25,0.62,23.0,-6.72,4504.5
base+div,xgb_deep,xgb,12,0.015,0.03,0.6,842,0.4,-48.02,49.9,0.63,18.9,-5.94,5198.16
base+div,xgb_deep,xgb,12,0.015,0.03,0.65,661,0.407,-37.58,39.64,0.66,14.8,-4.79,6242.29
base+div,xgb_deep,xgb,12,0.015,0.03,0.7,480,0.406,-30.06,31.76,0.66,10.8,-4.11,6993.64
base+div,xgb_deep,xgb,12,0.02,0.04,0.55,944,0.41,-51.57,53.15,0.63,21.1,-5.99,4843.25
base+div,xgb_deep,xgb,12,0.02,0.04,0.6,762,0.421,-44.55,46.83,0.64,17.1,-5.2,5544.72
base+div,xgb_deep,xgb,12,0.02,0.04,0.65,604,0.425,-36.5,39.16,0.66,13.5,-4.33,6350.42
base+div,xgb_deep,xgb,12,0.02,0.04,0.7,433,0.43,-27.5,29.78,0.68,9.7,-3.42,7249.64
base+div,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.55,1824,0.342,-77.92,77.92,0.51,40.9,-12.33,2208.34
base+div,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.6,1714,0.348,-74.63,74.63,0.52,38.4,-11.59,2536.63
base+div,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.65,1619,0.342,-74.35,74.42,0.51,36.3,-11.77,2565.34
base+div,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.7,1494,0.353,-71.32,71.32,0.51,33.5,-11.36,2868.49
base+div,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.55,1583,0.367,-70.4,70.49,0.54,35.5,-9.8,2960.18
base+div,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.6,1485,0.374,-67.02,67.05,0.56,33.3,-9.2,3298.01
base+div,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.65,1391,0.372,-66.44,66.51,0.54,31.2,-9.38,3355.81
base+div,xgb_ens_std,xgb_ensemble,6,0.015,0.03,0.7,1285,0.376,-64.73,64.73,0.53,28.8,-9.26,3527.06
base+div,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.55,1510,0.372,-67.16,67.19,0.56,33.8,-8.76,3283.64
base+div,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.6,1415,0.38,-63.2,63.2,0.58,31.7,-8.14,3679.7
base+div,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.65,1324,0.381,-63.37,63.37,0.56,29.7,-8.42,3663.24
base+div,xgb_ens_std,xgb_ensemble,6,0.02,0.04,0.7,1215,0.384,-59.69,59.69,0.57,27.2,-7.85,4030.88
base+div,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.55,1735,0.342,-78.34,78.37,0.51,38.9,-12.0,2166.27
base+div,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.6,1634,0.348,-74.92,75.03,0.53,36.6,-11.27,2508.44
base+div,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.65,1502,0.348,-71.74,71.96,0.54,33.6,-10.54,2826.42
base+div,xgb_ens_std,xgb_ensemble,8,0.01,0.02,0.7,1373,0.353,-67.93,68.09,0.55,30.8,-9.95,3206.7
base+div,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.55,1434,0.376,-70.16,70.84,0.54,32.1,-9.58,2983.53
base+div,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.6,1345,0.381,-66.89,67.62,0.55,30.1,-9.05,3310.81
base+div,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.65,1240,0.381,-63.87,64.53,0.56,27.8,-8.52,3613.0
base+div,xgb_ens_std,xgb_ensemble,8,0.015,0.03,0.7,1129,0.383,-59.27,60.19,0.58,25.3,-7.86,4073.08
base+div,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.55,1339,0.388,-65.84,66.44,0.55,30.0,-8.55,3416.21
base+div,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.6,1252,0.394,-63.82,64.25,0.55,28.0,-8.26,3617.5
